gene_symbol	k_eff	n_pos	n_neg	concordance
SURF6	3	3	0	1
SUSD1	3	2	1	0.6666666666666666
SUSD2	2	1	1	0.5
SUSD3	3	0	3	1
SUSD4	3	3	0	1
SUSD5	3	1	2	0.6666666666666666
SUSD6	2	0	2	1
SUV39H1	3	3	0	1
SUV39H2	3	1	2	0.6666666666666666
SUV420H1	1	1	0	1
SUV420H2	1	0	1	1
SUZ12	3	2	1	0.6666666666666666
SUZ12P1	1	1	0	1
SV2A	3	0	3	1
SV2B	2	1	1	0.5
SV2C	1	1	0	1
SVBP	2	0	2	1
SVEP1	3	1	2	0.6666666666666666
SVIL	3	1	2	0.6666666666666666
SVIL-AS1	1	0	1	1
SVIP	3	3	0	1
SVOP	1	1	0	1
SVOPL	3	2	1	0.6666666666666666
SWAP70	3	2	1	0.6666666666666666
SWI5	3	1	2	0.6666666666666666
SWSAP1	3	2	1	0.6666666666666666
SWT1	3	0	3	1
SYAP1	3	1	2	0.6666666666666666
SYBU	3	1	2	0.6666666666666666
SYCE1	1	1	0	1
SYCE1L	3	3	0	1
SYCE2	3	2	1	0.6666666666666666
SYCE3	1	0	1	1
SYCP2	3	2	1	0.6666666666666666
SYCP2L	3	1	2	0.6666666666666666
SYCP3	2	1	1	0.5
SYDE1	3	2	1	0.6666666666666666
SYDE2	3	0	3	1
SYF2	3	0	3	1
SYK	3	2	1	0.6666666666666666
SYMPK	3	1	2	0.6666666666666666
SYN1	3	2	1	0.6666666666666666
SYN2	2	1	1	0.5
SYN3	2	2	0	1
SYNC	3	2	1	0.6666666666666666
SYNCRIP	3	2	1	0.6666666666666666
SYNDIG1	1	1	0	1
SYNDIG1L	1	0	1	1
SYNE1	3	3	0	1
SYNE2	3	1	2	0.6666666666666666
SYNE3	3	3	0	1
SYNE4	3	0	3	1
SYNGAP1	3	2	1	0.6666666666666666
SYNGR1	3	2	1	0.6666666666666666
SYNGR2	3	3	0	1
SYNGR3	3	1	2	0.6666666666666666
SYNGR4	1	1	0	1
SYNJ1	3	2	1	0.6666666666666666
SYNJ2	3	2	1	0.6666666666666666
SYNJ2BP	3	2	1	0.6666666666666666
SYNM	3	1	2	0.6666666666666666
SYNPO	3	2	1	0.6666666666666666
SYNPO2	3	1	2	0.6666666666666666
SYNPO2L	2	2	0	1
SYNRG	3	2	1	0.6666666666666666
SYP	3	1	2	0.6666666666666666
SYPL1	3	1	2	0.6666666666666666
SYPL2	2	1	1	0.5
SYS1	3	2	1	0.6666666666666666
SYS1-DBNDD2	1	0	1	1
SYT1	3	1	2	0.6666666666666666
SYT10	1	1	0	1
SYT11	3	0	3	1
SYT12	3	2	1	0.6666666666666666
SYT13	2	1	1	0.5
SYT14	3	1	2	0.6666666666666666
SYT15	3	3	0	1
SYT16	2	2	0	1
SYT17	3	2	1	0.6666666666666666
SYT2	2	2	0	1
SYT3	1	0	1	1
SYT4	1	0	1	1
SYT5	3	1	2	0.6666666666666666
SYT6	1	1	0	1
SYT7	3	0	3	1
SYT8	2	2	0	1
SYT9	2	0	2	1
SYTL1	3	3	0	1
SYTL2	3	1	2	0.6666666666666666
SYTL3	3	1	2	0.6666666666666666
SYTL4	3	1	2	0.6666666666666666
SYTL5	2	2	0	1
SYVN1	3	2	1	0.6666666666666666
SZRD1	3	2	1	0.6666666666666666
SZT2	3	2	1	0.6666666666666666
T	1	0	1	1
TAAR5	1	1	0	1
TAB1	3	3	0	1
TAB2	3	1	2	0.6666666666666666
TAB3	3	2	1	0.6666666666666666
TAB3-AS1	1	0	1	1
TAC1	1	0	1	1
TAC3	1	1	0	1
TAC4	2	1	1	0.5
TACC1	3	1	2	0.6666666666666666
TACC2	3	1	2	0.6666666666666666
TACC3	3	2	1	0.6666666666666666
TACO1	3	2	1	0.6666666666666666
TACR1	1	0	1	1
TACR2	1	0	1	1
TACR3	1	0	1	1
TACSTD2	3	1	2	0.6666666666666666
TADA1	3	0	3	1
TADA2A	3	2	1	0.6666666666666666
TADA2B	3	1	2	0.6666666666666666
TADA3	3	2	1	0.6666666666666666
TAF1	3	1	2	0.6666666666666666
TAF10	3	2	1	0.6666666666666666
TAF11	3	1	2	0.6666666666666666
TAF12	3	1	2	0.6666666666666666
TAF13	3	1	2	0.6666666666666666
TAF15	3	3	0	1
TAF1A	3	2	1	0.6666666666666666
TAF1A-AS1	1	1	0	1
TAF1B	3	1	2	0.6666666666666666
TAF1C	3	2	1	0.6666666666666666
TAF1D	3	2	1	0.6666666666666666
TAF1L	1	0	1	1
TAF2	3	1	2	0.6666666666666666
TAF3	3	1	2	0.6666666666666666
TAF4	3	2	1	0.6666666666666666
TAF4B	3	1	2	0.6666666666666666
TAF5	3	2	1	0.6666666666666666
TAF5L	3	3	0	1
TAF6	3	1	2	0.6666666666666666
TAF6L	3	2	1	0.6666666666666666
TAF7	3	2	1	0.6666666666666666
TAF7L	2	0	2	1
TAF8	3	2	1	0.6666666666666666
TAF9	3	1	2	0.6666666666666666
TAF9B	3	1	2	0.6666666666666666
TAFA2	1	0	1	1
TAFA4	1	0	1	1
TAGAP	2	0	2	1
TAGLN	3	2	1	0.6666666666666666
TAGLN2	3	2	1	0.6666666666666666
TAGLN3	2	2	0	1
TAL1	1	1	0	1
TAL2	2	1	1	0.5
TALDO1	3	2	1	0.6666666666666666
TAMM41	3	1	2	0.6666666666666666
TANC1	3	1	2	0.6666666666666666
TANC2	3	0	3	1
TANGO2	3	1	2	0.6666666666666666
TANGO6	3	3	0	1
TANK	3	2	1	0.6666666666666666
TAOK1	3	2	1	0.6666666666666666
TAOK2	3	3	0	1
TAOK3	3	1	2	0.6666666666666666
TAP1	3	2	1	0.6666666666666666
TAP2	3	2	1	0.6666666666666666
TAPBP	3	3	0	1
TAPBPL	3	1	2	0.6666666666666666
TAPT1	3	0	3	1
TAPT1-AS1	1	1	0	1
TARBP1	3	1	2	0.6666666666666666
TARBP2	3	1	2	0.6666666666666666
TARDBP	3	2	1	0.6666666666666666
TARS	2	1	1	0.5
TARS1	1	0	1	1
TARS2	3	1	2	0.6666666666666666
TARS3	1	0	1	1
TARSL2	2	1	1	0.5
TAS1R1	1	0	1	1
TAS1R2	1	0	1	1
TAS1R3	2	1	1	0.5
TAS2R1	1	1	0	1
TAS2R10	1	1	0	1
TAS2R13	1	0	1	1
TAS2R14	3	2	1	0.6666666666666666
TAS2R19	3	0	3	1
TAS2R20	2	0	2	1
TAS2R3	1	0	1	1
TAS2R30	1	0	1	1
TAS2R31	3	0	3	1
TAS2R38	1	1	0	1
TAS2R4	2	1	1	0.5
TAS2R40	1	0	1	1
TAS2R42	1	1	0	1
TAS2R43	2	1	1	0.5
TAS2R46	1	0	1	1
TAS2R5	3	1	2	0.6666666666666666
TAS2R50	1	0	1	1
TAS2R60	1	1	0	1
TAS2R7	1	1	0	1
TAS2R8	1	1	0	1
TAS2R9	1	1	0	1
TASOR	1	0	1	1
TASOR2	1	0	1	1
TASP1	3	1	2	0.6666666666666666
TAT	2	1	1	0.5
TATDN1	3	1	2	0.6666666666666666
TATDN2	3	2	1	0.6666666666666666
TATDN3	3	1	2	0.6666666666666666
TAX1BP1	3	1	2	0.6666666666666666
TAX1BP3	3	3	0	1
TAZ	3	2	1	0.6666666666666666
TBATA	1	1	0	1
TBC1D1	3	1	2	0.6666666666666666
TBC1D10A	3	2	1	0.6666666666666666
TBC1D10B	3	3	0	1
TBC1D10C	2	1	1	0.5
TBC1D12	3	1	2	0.6666666666666666
TBC1D13	3	1	2	0.6666666666666666
TBC1D14	3	2	1	0.6666666666666666
TBC1D15	3	1	2	0.6666666666666666
TBC1D16	3	2	1	0.6666666666666666
TBC1D17	3	1	2	0.6666666666666666
TBC1D19	3	2	1	0.6666666666666666
TBC1D2	3	3	0	1
TBC1D20	3	1	2	0.6666666666666666
TBC1D21	1	1	0	1
TBC1D22A	3	2	1	0.6666666666666666
TBC1D22B	3	1	2	0.6666666666666666
TBC1D23	3	1	2	0.6666666666666666
TBC1D24	3	2	1	0.6666666666666666
TBC1D25	3	3	0	1
TBC1D26	2	1	1	0.5
TBC1D28	1	1	0	1
TBC1D29	1	1	0	1
TBC1D2B	3	2	1	0.6666666666666666
TBC1D3	3	2	1	0.6666666666666666
TBC1D30	3	1	2	0.6666666666666666
TBC1D31	3	1	2	0.6666666666666666
TBC1D32	3	1	2	0.6666666666666666
TBC1D3B	2	2	0	1
TBC1D3C	1	0	1	1
TBC1D3F	1	1	0	1
TBC1D3G	2	1	1	0.5
TBC1D3H	2	2	0	1
TBC1D3L	1	1	0	1
TBC1D3P1-DHX40P1	1	0	1	1
TBC1D4	3	1	2	0.6666666666666666
TBC1D5	3	2	1	0.6666666666666666
TBC1D7	3	3	0	1
TBC1D7-LOC100130357	1	0	1	1
TBC1D8	3	2	1	0.6666666666666666
TBC1D8-AS1	1	1	0	1
TBC1D8B	3	2	1	0.6666666666666666
TBC1D9	3	1	2	0.6666666666666666
TBC1D9B	3	2	1	0.6666666666666666
TBCA	3	0	3	1
TBCB	3	1	2	0.6666666666666666
TBCC	3	1	2	0.6666666666666666
TBCCD1	3	2	1	0.6666666666666666
TBCD	3	2	1	0.6666666666666666
TBCE	3	2	1	0.6666666666666666
TBCEL	3	0	3	1
TBCK	3	0	3	1
TBILA	1	1	0	1
TBK1	3	1	2	0.6666666666666666
TBKBP1	3	2	1	0.6666666666666666
TBL1X	3	0	3	1
TBL1XR1	3	0	3	1
TBL2	3	1	2	0.6666666666666666
TBL3	3	2	1	0.6666666666666666
TBP	3	1	2	0.6666666666666666
TBPL1	3	2	1	0.6666666666666666
TBR1	1	0	1	1
TBRG1	3	0	3	1
TBRG4	3	2	1	0.6666666666666666
TBX1	2	0	2	1
TBX10	1	0	1	1
TBX15	3	0	3	1
TBX18	3	1	2	0.6666666666666666
TBX19	3	0	3	1
TBX2	2	0	2	1
TBX20	3	0	3	1
TBX21	1	0	1	1
TBX22	2	1	1	0.5
TBX3	3	2	1	0.6666666666666666
TBX4	2	1	1	0.5
TBX6	3	1	2	0.6666666666666666
TBXA2R	3	2	1	0.6666666666666666
TBXAS1	3	2	1	0.6666666666666666
TC2N	3	1	2	0.6666666666666666
TCAF1	2	2	0	1
TCAF2	2	2	0	1
TCAIM	3	1	2	0.6666666666666666
TCAM1P	1	0	1	1
TCAP	3	2	1	0.6666666666666666
TCEA1	3	1	2	0.6666666666666666
TCEA2	3	2	1	0.6666666666666666
TCEA3	3	2	1	0.6666666666666666
TCEAL1	3	2	1	0.6666666666666666
TCEAL2	2	1	1	0.5
TCEAL3	3	2	1	0.6666666666666666
TCEAL4	3	1	2	0.6666666666666666
TCEAL5	1	0	1	1
TCEAL6	1	1	0	1
TCEAL7	1	0	1	1
TCEAL8	2	1	1	0.5
TCEAL9	2	1	1	0.5
TCEANC	3	1	2	0.6666666666666666
TCEANC2	3	2	1	0.6666666666666666
TCEB1	1	0	1	1
TCEB2	1	0	1	1
TCEB3	1	1	0	1
TCERG1	3	2	1	0.6666666666666666
TCERG1L	1	0	1	1
TCF12	3	1	2	0.6666666666666666
TCF15	2	1	1	0.5
TCF19	3	3	0	1
TCF20	3	0	3	1
TCF21	1	1	0	1
TCF24	2	1	1	0.5
TCF25	3	2	1	0.6666666666666666
TCF3	3	2	1	0.6666666666666666
TCF4	3	2	1	0.6666666666666666
TCF7	3	1	2	0.6666666666666666
TCF7L1	3	0	3	1
TCF7L2	3	1	2	0.6666666666666666
TCFL5	3	1	2	0.6666666666666666
TCHH	3	1	2	0.6666666666666666
TCHHL1	2	2	0	1
TCHP	3	2	1	0.6666666666666666
TCIM	1	0	1	1
TCIRG1	3	2	1	0.6666666666666666
TCL1B	1	0	1	1
TCN1	1	1	0	1
TCN2	2	1	1	0.5
TCOF1	3	2	1	0.6666666666666666
TCP1	3	0	3	1
TCP10L	2	1	1	0.5
TCP11	1	0	1	1
TCP11L1	3	1	2	0.6666666666666666
TCP11L2	3	1	2	0.6666666666666666
TCTA	3	3	0	1
TCTE1	1	0	1	1
TCTE3	2	0	2	1
TCTEX1D2	3	1	2	0.6666666666666666
TCTEX1D4	3	1	2	0.6666666666666666
TCTN1	3	1	2	0.6666666666666666
TCTN2	3	2	1	0.6666666666666666
TCTN3	3	2	1	0.6666666666666666
TDG	3	0	3	1
TDO2	1	0	1	1
TDP1	3	2	1	0.6666666666666666
TDP2	3	3	0	1
TDRD1	1	0	1	1
TDRD10	1	1	0	1
TDRD12	2	2	0	1
TDRD15	1	1	0	1
TDRD3	3	1	2	0.6666666666666666
TDRD5	1	1	0	1
TDRD6	2	1	1	0.5
TDRD7	3	2	1	0.6666666666666666
TDRD9	1	0	1	1
TDRKH	3	0	3	1
TDRKH-AS1	1	1	0	1
TDRP	3	3	0	1
TEAD1	3	1	2	0.6666666666666666
TEAD2	3	2	1	0.6666666666666666
TEAD3	3	2	1	0.6666666666666666
TEAD4	3	0	3	1
TEC	3	1	2	0.6666666666666666
TECPR1	3	2	1	0.6666666666666666
TECPR2	3	2	1	0.6666666666666666
TECR	3	2	1	0.6666666666666666
TECRL	1	0	1	1
TECTA	3	1	2	0.6666666666666666
TEDC1	1	1	0	1
TEDC2	1	1	0	1
TEDDM1	1	1	0	1
TEF	3	2	1	0.6666666666666666
TEFM	3	2	1	0.6666666666666666
TEK	1	0	1	1
TEKT2	1	1	0	1
TEKT3	1	1	0	1
TEKT4	1	0	1	1
TEKT4P2	1	1	0	1
TEKT5	1	0	1	1
TELO2	3	3	0	1
TEN1	2	0	2	1
TENC1	1	1	0	1
TENM1	2	0	2	1
TENM2	3	1	2	0.6666666666666666
TENM3	3	2	1	0.6666666666666666
TENM3-AS1	1	0	1	1
TENM4	3	2	1	0.6666666666666666
TENT2	1	0	1	1
TENT4A	1	1	0	1
TENT4B	1	0	1	1
TENT5A	1	0	1	1
TENT5B	1	0	1	1
TENT5C	1	0	1	1
TEP1	3	1	2	0.6666666666666666
TEPP	1	1	0	1
TEPSIN	2	1	1	0.5
TERB1	1	0	1	1
TERB2	1	0	1	1
TERF1	3	1	2	0.6666666666666666
TERF2	3	3	0	1
TERF2IP	3	1	2	0.6666666666666666
TERT	3	1	2	0.6666666666666666
TES	3	2	1	0.6666666666666666
TESC	2	1	1	0.5
TESK1	3	2	1	0.6666666666666666
TESK2	3	2	1	0.6666666666666666
TESMIN	2	1	1	0.5
TET1	3	0	3	1
TET2	3	0	3	1
TET3	3	1	2	0.6666666666666666
TEX10	3	1	2	0.6666666666666666
TEX101	1	0	1	1
TEX11	1	0	1	1
TEX12	1	1	0	1
TEX13A	1	1	0	1
TEX13B	1	1	0	1
TEX13C	1	1	0	1
TEX14	3	2	1	0.6666666666666666
TEX15	3	1	2	0.6666666666666666
TEX19	3	3	0	1
TEX2	3	1	2	0.6666666666666666
TEX22	3	1	2	0.6666666666666666
TEX261	3	2	1	0.6666666666666666
TEX264	3	2	1	0.6666666666666666
TEX29	2	1	1	0.5
TEX30	3	1	2	0.6666666666666666
TEX33	1	1	0	1
TEX35	2	0	2	1
TEX36	1	0	1	1
TEX37	1	1	0	1
TEX38	1	0	1	1
TEX40	2	2	0	1
TEX43	1	1	0	1
TEX44	1	0	1	1
TEX45	1	1	0	1
TEX46	1	1	0	1
TEX52	1	1	0	1
TEX9	3	2	1	0.6666666666666666
TF	2	2	0	1
TFAM	3	2	1	0.6666666666666666
TFAP2A	3	3	0	1
TFAP2A-AS2	1	1	0	1
TFAP2C	3	2	1	0.6666666666666666
TFAP2E	2	1	1	0.5
TFAP4	3	3	0	1
TFB1M	3	1	2	0.6666666666666666
TFB2M	3	2	1	0.6666666666666666
TFCP2	3	0	3	1
TFCP2L1	3	1	2	0.6666666666666666
TFDP1	3	1	2	0.6666666666666666
TFDP2	3	2	1	0.6666666666666666
TFE3	3	2	1	0.6666666666666666
TFEB	3	1	2	0.6666666666666666
TFEC	1	0	1	1
TFF1	1	0	1	1
TFF2	1	0	1	1
TFG	3	1	2	0.6666666666666666
TFIP11	3	2	1	0.6666666666666666
TFPI	2	0	2	1
TFPI2	3	0	3	1
TFPT	3	1	2	0.6666666666666666
TFR2	2	0	2	1
TFRC	3	2	1	0.6666666666666666
TG	2	2	0	1
TGDS	3	2	1	0.6666666666666666
TGFA	3	2	1	0.6666666666666666
TGFB1	3	2	1	0.6666666666666666
TGFB1I1	3	3	0	1
TGFB2	3	1	2	0.6666666666666666
TGFB3	3	1	2	0.6666666666666666
TGFBI	3	3	0	1
TGFBR1	3	2	1	0.6666666666666666
TGFBR2	3	0	3	1
TGFBR3	3	2	1	0.6666666666666666
TGFBR3L	3	2	1	0.6666666666666666
TGFBRAP1	3	2	1	0.6666666666666666
TGIF1	3	1	2	0.6666666666666666
TGIF2	3	2	1	0.6666666666666666
TGIF2-C20orf24	1	0	1	1
TGM1	3	1	2	0.6666666666666666
TGM2	3	1	2	0.6666666666666666
TGM3	1	1	0	1
TGM4	3	2	1	0.6666666666666666
TGM5	1	1	0	1
TGM6	1	1	0	1
TGM7	1	1	0	1
TGOLN2	3	0	3	1
TGS1	3	0	3	1
TH	2	2	0	1
THADA	3	1	2	0.6666666666666666
THAP1	3	2	1	0.6666666666666666
THAP10	3	1	2	0.6666666666666666
THAP11	3	2	1	0.6666666666666666
THAP12	2	0	2	1
THAP2	3	1	2	0.6666666666666666
THAP3	3	3	0	1
THAP4	3	2	1	0.6666666666666666
THAP5	3	2	1	0.6666666666666666
THAP6	3	2	1	0.6666666666666666
THAP7	3	3	0	1
THAP7-AS1	1	1	0	1
THAP8	3	1	2	0.6666666666666666
THAP9	3	1	2	0.6666666666666666
THAP9-AS1	1	0	1	1
THBD	3	3	0	1
THBS1	3	3	0	1
THBS2	3	1	2	0.6666666666666666
THBS3	3	1	2	0.6666666666666666
THBS4	3	0	3	1
THCAT158	1	0	1	1
THEG	1	0	1	1
THEGL	1	0	1	1
THEM4	3	1	2	0.6666666666666666
THEM5	3	2	1	0.6666666666666666
THEM6	3	2	1	0.6666666666666666
THEMIS	1	0	1	1
THEMIS2	3	1	2	0.6666666666666666
THG1L	3	2	1	0.6666666666666666
THNSL1	3	1	2	0.6666666666666666
THNSL2	3	1	2	0.6666666666666666
THOC1	3	1	2	0.6666666666666666
THOC2	3	1	2	0.6666666666666666
THOC3	3	2	1	0.6666666666666666
THOC5	3	1	2	0.6666666666666666
THOC6	3	2	1	0.6666666666666666
THOC7	3	1	2	0.6666666666666666
THOP1	3	3	0	1
THORLNC	1	0	1	1
THPO	1	0	1	1
THRA	3	2	1	0.6666666666666666
THRAP3	3	1	2	0.6666666666666666
THRB	3	2	1	0.6666666666666666
THRSP	2	1	1	0.5
THSD1	3	3	0	1
THSD4	3	1	2	0.6666666666666666
THSD7A	3	0	3	1
THSD7B	3	1	2	0.6666666666666666
THTPA	3	1	2	0.6666666666666666
THUMPD1	3	1	2	0.6666666666666666
THUMPD2	3	1	2	0.6666666666666666
THUMPD3	3	3	0	1
THUMPD3-AS1	1	1	0	1
THY1	3	0	3	1
THYN1	3	1	2	0.6666666666666666
TIA1	3	1	2	0.6666666666666666
TIAF1	2	2	0	1
TIAL1	3	0	3	1
TIAM1	3	3	0	1
TIAM2	3	0	3	1
TICAM1	3	2	1	0.6666666666666666
TICAM2	2	0	2	1
TICRR	3	2	1	0.6666666666666666
TIE1	2	1	1	0.5
TIFA	3	2	1	0.6666666666666666
TIGAR	2	0	2	1
TIGD1	3	2	1	0.6666666666666666
TIGD2	3	2	1	0.6666666666666666
TIGD3	3	1	2	0.6666666666666666
TIGD4	3	0	3	1
TIGD5	3	1	2	0.6666666666666666
TIGD6	3	2	1	0.6666666666666666
TIGD7	3	2	1	0.6666666666666666
TIGIT	1	0	1	1
TIMD4	1	0	1	1
TIMELESS	3	2	1	0.6666666666666666
TIMM10	3	0	3	1
TIMM10B	3	3	0	1
TIMM13	3	2	1	0.6666666666666666
TIMM17A	3	0	3	1
TIMM17B	3	2	1	0.6666666666666666
TIMM21	3	2	1	0.6666666666666666
TIMM22	3	2	1	0.6666666666666666
TIMM23	3	1	2	0.6666666666666666
TIMM23B	2	1	1	0.5
TIMM29	2	2	0	1
TIMM44	3	1	2	0.6666666666666666
TIMM50	3	1	2	0.6666666666666666
TIMM8A	3	2	1	0.6666666666666666
TIMM8B	3	0	3	1
TIMM9	3	1	2	0.6666666666666666
TIMMDC1	3	2	1	0.6666666666666666
TIMP1	3	2	1	0.6666666666666666
TIMP2	3	3	0	1
TIMP3	3	2	1	0.6666666666666666
TIMP4	2	2	0	1
TINAG	1	0	1	1
TINAGL1	3	2	1	0.6666666666666666
TINCR	1	0	1	1
TINF2	3	2	1	0.6666666666666666
TIPARP	3	2	1	0.6666666666666666
TIPARP-AS1	1	1	0	1
TIPIN	3	3	0	1
TIPRL	3	0	3	1
TIRAP	3	1	2	0.6666666666666666
TJAP1	3	2	1	0.6666666666666666
TJP1	3	1	2	0.6666666666666666
TJP2	3	1	2	0.6666666666666666
TJP3	3	1	2	0.6666666666666666
TK1	3	3	0	1
TK2	3	2	1	0.6666666666666666
TKFC	2	2	0	1
TKT	3	2	1	0.6666666666666666
TKTL1	1	0	1	1
TKTL2	1	0	1	1
TLCD1	3	2	1	0.6666666666666666
TLCD2	2	1	1	0.5
TLCD3A	1	0	1	1
TLCD4	1	0	1	1
TLCD4-RWDD3	1	0	1	1
TLCD5	1	1	0	1
TLDC1	2	2	0	1
TLDC2	2	2	0	1
TLE1	3	3	0	1
TLE2	3	1	2	0.6666666666666666
TLE3	3	0	3	1
TLE4	3	2	1	0.6666666666666666
TLE5	1	1	0	1
TLE6	2	1	1	0.5
TLK1	3	0	3	1
TLK2	3	1	2	0.6666666666666666
TLL1	2	1	1	0.5
TLL2	3	1	2	0.6666666666666666
TLN1	3	3	0	1
TLN2	3	2	1	0.6666666666666666
TLNRD1	1	0	1	1
TLR1	3	1	2	0.6666666666666666
TLR10	1	0	1	1
TLR2	1	1	0	1
TLR3	3	1	2	0.6666666666666666
TLR4	2	1	1	0.5
TLR5	3	1	2	0.6666666666666666
TLR6	3	0	3	1
TLR7	1	0	1	1
TLR9	3	2	1	0.6666666666666666
TLX1	1	0	1	1
TLX2	1	1	0	1
TLX3	2	1	1	0.5
TM2D1	3	1	2	0.6666666666666666
TM2D2	3	2	1	0.6666666666666666
TM2D3	3	1	2	0.6666666666666666
TM4SF1	3	0	3	1
TM4SF1-AS1	1	1	0	1
TM4SF18	1	0	1	1
TM4SF19	2	2	0	1
TM4SF19-AS1	1	0	1	1
TM4SF2	1	1	0	1
TM4SF20	1	1	0	1
TM4SF4	1	0	1	1
TM6SF1	3	1	2	0.6666666666666666
TM6SF2	1	0	1	1
TM7SF2	3	2	1	0.6666666666666666
TM7SF3	3	1	2	0.6666666666666666
TM9SF1	3	0	3	1
TM9SF2	3	1	2	0.6666666666666666
TM9SF3	3	0	3	1
TM9SF4	3	2	1	0.6666666666666666
TMA16	3	2	1	0.6666666666666666
TMA7	3	1	2	0.6666666666666666
TMBIM1	3	1	2	0.6666666666666666
TMBIM4	3	2	1	0.6666666666666666
TMBIM6	3	1	2	0.6666666666666666
TMC1	1	1	0	1
TMC2	1	1	0	1
TMC3	3	2	1	0.6666666666666666
TMC3-AS1	1	1	0	1
TMC4	3	2	1	0.6666666666666666
TMC5	3	1	2	0.6666666666666666
TMC6	3	2	1	0.6666666666666666
TMC7	3	1	2	0.6666666666666666
TMC8	3	1	2	0.6666666666666666
TMCC1	3	2	1	0.6666666666666666
TMCC1-AS1	1	1	0	1
TMCC2	3	2	1	0.6666666666666666
TMCC3	3	0	3	1
TMCO1	3	0	3	1
TMCO1-AS1	1	1	0	1
TMCO2	1	0	1	1
TMCO3	3	0	3	1
TMCO4	3	3	0	1
TMCO6	3	2	1	0.6666666666666666
TMED1	3	1	2	0.6666666666666666
TMED10	3	0	3	1
TMED10P1	1	1	0	1
TMED11P	1	0	1	1
TMED2	3	1	2	0.6666666666666666
TMED2-DT	1	0	1	1
TMED3	3	0	3	1
TMED4	3	0	3	1
TMED5	3	1	2	0.6666666666666666
TMED6	3	1	2	0.6666666666666666
TMED7	3	1	2	0.6666666666666666
TMED7-TICAM2	1	0	1	1
TMED8	3	1	2	0.6666666666666666
TMED9	3	2	1	0.6666666666666666
TMEFF1	2	1	1	0.5
TMEFF2	1	0	1	1
TMEM100	2	1	1	0.5
TMEM101	3	3	0	1
TMEM102	3	3	0	1
TMEM104	3	2	1	0.6666666666666666
TMEM105	2	1	1	0.5
TMEM106A	3	1	2	0.6666666666666666
TMEM106B	3	0	3	1
TMEM106C	3	1	2	0.6666666666666666
TMEM107	3	3	0	1
TMEM108	3	1	2	0.6666666666666666
TMEM109	3	1	2	0.6666666666666666
TMEM11	3	3	0	1
TMEM110	2	1	1	0.5
TMEM110-MUSTN1	1	1	0	1
TMEM114	1	0	1	1
TMEM115	3	3	0	1
TMEM116	3	1	2	0.6666666666666666
TMEM117	3	0	3	1
TMEM119	1	0	1	1
TMEM120A	2	1	1	0.5
TMEM120B	3	3	0	1
TMEM121	3	2	1	0.6666666666666666
TMEM123	3	0	3	1
TMEM125	3	2	1	0.6666666666666666
TMEM126A	3	2	1	0.6666666666666666
TMEM126B	3	1	2	0.6666666666666666
TMEM127	3	3	0	1
TMEM128	3	1	2	0.6666666666666666
TMEM129	3	1	2	0.6666666666666666
TMEM130	1	0	1	1
TMEM131	3	1	2	0.6666666666666666
TMEM131L	1	0	1	1
TMEM132A	3	2	1	0.6666666666666666
TMEM132B	2	1	1	0.5
TMEM132D	1	1	0	1
TMEM132D-AS1	1	1	0	1
TMEM132E	1	0	1	1
TMEM133	2	1	1	0.5
TMEM134	3	3	0	1
TMEM135	3	1	2	0.6666666666666666
TMEM136	2	0	2	1
TMEM138	3	1	2	0.6666666666666666
TMEM139	3	3	0	1
TMEM140	3	2	1	0.6666666666666666
TMEM141	3	3	0	1
TMEM143	3	3	0	1
TMEM144	3	1	2	0.6666666666666666
TMEM145	2	1	1	0.5
TMEM147	3	0	3	1
TMEM147-AS1	1	0	1	1
TMEM14A	3	2	1	0.6666666666666666
TMEM14B	3	2	1	0.6666666666666666
TMEM14C	3	1	2	0.6666666666666666
TMEM150A	3	2	1	0.6666666666666666
TMEM150B	1	0	1	1
TMEM150C	3	1	2	0.6666666666666666
TMEM151A	1	0	1	1
TMEM151B	2	1	1	0.5
TMEM154	3	2	1	0.6666666666666666
TMEM155	1	0	1	1
TMEM156	3	2	1	0.6666666666666666
TMEM158	2	0	2	1
TMEM159	3	2	1	0.6666666666666666
TMEM160	3	1	2	0.6666666666666666
TMEM161A	3	2	1	0.6666666666666666
TMEM161B	3	1	2	0.6666666666666666
TMEM161B-AS1	1	1	0	1
TMEM163	3	1	2	0.6666666666666666
TMEM164	3	1	2	0.6666666666666666
TMEM165	3	0	3	1
TMEM167A	3	0	3	1
TMEM167B	3	1	2	0.6666666666666666
TMEM168	3	1	2	0.6666666666666666
TMEM169	3	0	3	1
TMEM17	3	1	2	0.6666666666666666
TMEM170A	3	1	2	0.6666666666666666
TMEM170B	3	0	3	1
TMEM171	3	1	2	0.6666666666666666
TMEM173	2	1	1	0.5
TMEM175	3	1	2	0.6666666666666666
TMEM176A	1	0	1	1
TMEM176B	2	1	1	0.5
TMEM177	3	2	1	0.6666666666666666
TMEM178A	2	1	1	0.5
TMEM178B	3	1	2	0.6666666666666666
TMEM179	1	0	1	1
TMEM179B	3	0	3	1
TMEM18	3	2	1	0.6666666666666666
TMEM180	1	0	1	1
TMEM181	3	1	2	0.6666666666666666
TMEM182	3	2	1	0.6666666666666666
TMEM183A	3	0	3	1
TMEM183B	2	0	2	1
TMEM184A	3	1	2	0.6666666666666666
TMEM184B	3	2	1	0.6666666666666666
TMEM184C	3	1	2	0.6666666666666666
TMEM185A	3	1	2	0.6666666666666666
